Id,title,idea,rating,labels,labels_viability,labels_feasibility,labels_desirability
3FTID4TN8LANUJZIUP9V39RYHX4LY2,3FTID4TN8LANUJZIUP9V39RYHX4LY2, Encouraging communities to thrive with their own on-hand resources through a peer lending trust system. 1. communities with on-hand resources seeking financial empowerment; 2. individuals with savings looking for a alternative way to invest (lend) their money. This idea takes advantage of the dynamics in a community (i.e. trust- organization- cooperation) to make it an attractive alternative investment solution for individual around the world. In turn- communities have access to a new financial resources (the savings of individuals). Before launching any such platform- it is essential to test it on a micro-scale. Essentially- that means seeking out a local community with an on-hand resource looking for financial empowerment as well as a potential investor eager to help through investing. Testing the platform on a personal basis by word of mouth before launching it online is important. Discussing and getting feedback from the main players can insure a more successful system in the long run. How to improve the educational sector of my idea? What about the mediator/facilitators from the community- does that seem to have success? How to perfect and gap the holes in the idea? An OpenIDEO Meetup,2,2,1,4,3
3FTID4TN8LANUJZIUP9V39RYHX4LY2,3FTID4TN8LANUJZIUP9V39RYHX4LY2, Encouraging communities to thrive with their own on-hand resources through a peer lending trust system. 1. communities with on-hand resources seeking financial empowerment; 2. individuals with savings looking for a alternative way to invest (lend) their money. This idea takes advantage of the dynamics in a community (i.e. trust- organization- cooperation) to make it an attractive alternative investment solution for individual around the world. In turn- communities have access to a new financial resources (the savings of individuals). Before launching any such platform- it is essential to test it on a micro-scale. Essentially- that means seeking out a local community with an on-hand resource looking for financial empowerment as well as a potential investor eager to help through investing. Testing the platform on a personal basis by word of mouth before launching it online is important. Discussing and getting feedback from the main players can insure a more successful system in the long run. How to improve the educational sector of my idea? What about the mediator/facilitators from the community- does that seem to have success? How to perfect and gap the holes in the idea? An OpenIDEO Meetup,2,2,2,4,3
3FULMHZ7OU9R2U3J5UM3NX2GM1VM4K,3FULMHZ7OU9R2U3J5UM3NX2GM1VM4K, Each student would receive a salary based on performance- participation- and other school credentials to use for lunch and school store. This idea benefits the world because if young kids are educated about how to spend their money; they directly impact the future of our economy. The users would be parents- teachers- school employees- and the students- of course. This is targeting kids from K to 5th grade. The teachers would have to plan a system on the salary for each student and what are the factors that play into it. I think we could start in the public schools in Chicago or another big public school network. This idea is leveraging the family communities in big cities to bring together their kids- teachers- and parents. Usually kids learn about handling money in high school and by that point- it is too late because there will always be a divide in the financial health of each household. By learning the value of a dollar early on- the kids will gain insight on how to spend their money- what their needs are vs. their wants- and how to treat others equally. I could go to my old middle school or elementary school and try to test this idea out in one class. I could work with the teacher and the parents to come up with a salary system. Then the kids could just buy things during class and then we came move further to lunch or the school store. I need help to come up with a structured plan around this idea. When I was younger- I went to a children's museum in Chicago where there was a fake grocery store and I could pick out the things I wanted and go to the cashier. I had a limit based on the fake money I had. I want to emulate the same kind of experience every day for kids because it made the experience of money super fun!! An OpenIDEO Meetup,2,2,2,2,3
3G5RUKN2ECFYHIUVYQXUHK2WDJJ9N3,3G5RUKN2ECFYHIUVYQXUHK2WDJJ9N3, Keep your digital pet alive by saving money! This idea can assist many communities- from kids learning the importance of saving money for a rainy day or adults with bad financial habits. This concept allows for users to sympathize with their digital pets needs. The more you save the better healthier your pet will be. Our challenge focus on digital communities- we plan to focus our efforts on digital tacking- forums and comparisons. If your family is saving for a vacation- you can create a family pet. See who contributes more - the competitive nature might nourish some unexpected results. OpenIDEO Chicago would test a variety of user groups to see who is the best target market- as of know we know that kids enjoy and become addicted to games quickly. However with some thought- we also realize that teens and adults greatly enjoy games such as angry birds. Could we streamline the experience to fit a variety of folks. Make it harder to keep you pet alive as you grow older and make more money. We would love for ideas and observations from the openIDEO community. What challenges could we set in place to make the game more interesting - can we link the app to peoples bank and credit accounts? An OpenIDEO Meetup,4,4,4,4,4
3H5TOKO3D9VPDRIRIEFMY15UW1G46S,3H5TOKO3D9VPDRIRIEFMY15UW1G46S, Harness the Entrepreneurial activities of the community to build it. This idea benefits the direct community as a whole- which could potentially bring them together to help build- the players are the community. This idea would see communities build their wealth- infrastructure etc. together. By being able to directly contribute- whether it be through money- time- manual labour or materials and then harnessing the ideas each community has to improve their local areas. This would assist in building much needed basic resources- which in turn would allow the community to concentrate on other areas for furtherdevelopment. I think this is already a work in practice for certain communities- for example the Amish- from my basic understanding they are essentially a self sufficient community that grow and build resources together. The flaw I can see in this idea is the politics surrounding the appropriation of funds and being able to minimize corruption. How could we bring a democratic or fair ideology into countries that do not follow this culture? An individual,3,3,3,3,4
3H781YYV6TUD7RQW3XZSIX9ZTYLETJ,3H781YYV6TUD7RQW3XZSIX9ZTYLETJ, Network of (co-owened) Companies as a 'Force for Good' As this concept combines several itselves proven components it should also (or even better) work in combination. An individual,1,1,1,1,1
3I7KR83SNAPX9C9S1D5EPSLSJOE9KY,3I7KR83SNAPX9C9S1D5EPSLSJOE9KY, Paying for use of mass transit systems through financial literacy programs. Those that are using mass transit are given discount options for engaging in financial literacy programs. Mass transit systems which are used globally target specific segments of communities; namely those that need a cheaper alternative to personal transit (personal cars) Pending funding from an outside source- testing question answers to audiences in exchange for discount access to local mass transit systems. An organization,4,4,4,3,4
3I7SHAD35M8OLHL27SKAQ9MQD3LM74,3I7SHAD35M8OLHL27SKAQ9MQD3LM74, A non-profit 'Re.looks' @ decline factors & puts would-be borrowers on a 30- 60- 90 or 180 day track to being able to re-apply successfully. This target audience is people who have been declined for a loan & are: Already engaged with the credit union & possibly a member Motivated to learn behavior that will put them in position to borrow Need something the credit union has (a loan)This solution makes CU impact on several levels: This is in keeping with a core value of the CU industry – to educate and enrich. CUs are able to turn declines into borrowers increasing profitability Impact can be measured definitively The credit union community is made up of 6400 CUs and 98 million members. The industry generates hundreds of declines for loan applications (mortgage- auto and unsecured) daily. Currently our community is offering a free credit report to declined would-be borrowers- but not much more. The end user for this idea (the would-be borrower) is arguably a person who needs financial education the most- is coming to the CU community for a solution. I lead a team of financial literacy specialists at Patelco Credit Union (one of the larger CUs in the US). Our team has begun connection with members who have been declined for loans to learn if this is an idea that might benefit them. The response is an overwhelming 'yes!' Helping write program guidelines and general input from finance professionals. A group brainstorm,3,3,4,4,3
3IWA71V4TISGBT612PHRVC2SPWL6X9,3IWA71V4TISGBT612PHRVC2SPWL6X9, You change behavior over the long term. We'll benefit every community stakeholder on every economic level. Making information transparent and connecting people will ultimately strengthen communities and local business- specifically financial services because they'll be able to gather realtime data they've never had access to before helping them development new services and programs geared to reach specific end users. We'll allow them a way to maintain a monthly dialog with users to help them stay on the path. What the founder of Tactile Finance learned about the real estate and banking industries isn't even the half of it. I think real estate more than banking prefers it's customers with as little info as possible. Most real estate companies are more worried about their bottom line than building sustainable communities. They ignore the part of housing- residential rentals- where most low-middle incomers dwell. And where the most support is needed for property owners to reduce risk so capital flows. I was able to discuss with a community bank- how they could get better and more info on renters from the property owners they finance. They only make multifamily loans and the gov't wants to make sure the funds are really improving communities. I did classes at the CHA on sustainable communities for a year and talked to countless owners renting to low income people on housing assistance vouchers. And I operated a property management company for 10 years- I understand how to help this market. http://firstround.com/review/Dropboxs-Head-of-Design-on-the-Dawn-of-Personalized-Products/ I initially thought we had a ux designer but have discovered I was mistaken so I still need help there and also looking for a dynamic programmer. Both people need to design and program with an eye on where their industry is headed as much as where it is now. And both should have the ability to create on their own from a concept. Some only thrive when being given explicit direction- need free thinkers. An individual,1,1,1,2,2
3IZVJEBJ6AW5GO6G375CSXI3XWJ6Z6,3IZVJEBJ6AW5GO6G375CSXI3XWJ6Z6, Combining a financial tool with integrated information- allowing the user to find answers to questions as they come. This idea could benefit anyone with savings that wants to be better informed about how to manage their money. Once you start doing some research about where to place your savings you realize you have to be concerned about inflation- high fees- interest rates- etc. Automated investment services such as Betterment offer an easier way to invest- but these tools are not entirely transparent. This idea is for savers who want to build some basic financial skills but don't know where to begin. Today- robo-advisors supply online investment management and financial advice through desktop platforms and mobile apps. This idea is leveraging the infrastructure of this existing system- using it as a medium to incite intrigue and furnish detailed information explaining metrics and jargon. Lightweight prototypes could be made using spreadsheet programs such as Excel or Numbers. The success and presence of current tools; for example- automated investment services or robo-advisors such as Betterment and Wealthfront- is an indicator of the potential for this idea. Both founded in 2008- Betterment currently controls $1.4 billion in client assets while Wealthfront has $2 billion in assets under management. Business and finance expertise- UX design- Spreadsheet prototyping- Software development An individual,2,2,2,3,3
3J9L0X0VDFYO4C39QROHD3FN6VN9WU,3J9L0X0VDFYO4C39QROHD3FN6VN9WU, Rent a basketball or soccer ball from a vending machine in trade for a tidbit such as: Bonds help your $1 today become $5 in one year! The main customers would be teenagers who play sports as a form of hanging out with friends. Teenagers are an important demographic because they most likely don't generate income but are spending carelessly. The suppliers of the vending machines can include Mastercard which wants to educate teenagers on credit cards or a nonprofit which wants to impart knowledge on global poverty. Teenagers don't have many viable options when hanging out with friends. Specifically in low-income areas- teenagers are heavily influenced by sports or music. This solution plays (pun intended!) on the mere-exposure effect and a community's love for sports . While the vending machines will make playing sports more easily accessible- they will also keep children off the streets while exposing them unknowingly to small nuggets of financial information. Our minds are trained to rule out going to the park if we don't have a ball with us so it will take unlearning and relearning for people to learn and remember that a certain park rents balls. Do you think this habit can be changed? -What are some ways to ensure the rented balls are returned to the machine given that we can't hold IDs or other forms of authentication? Or can the vending machines be designed to ensure this behavior? -How difficult and costly would maintenance be for the vending machine and balls? An individual,3,3,2,2,4
3JHB4BPSFKLJKF7NEIPBLEX1IU69QQ,3JHB4BPSFKLJKF7NEIPBLEX1IU69QQ, Socially but anonymously talk about financial matters you might otherwise keep hidden. This idea benefits people who might be too embarrassed to speak about their financial situation with others. It gives them a social platform to voice their concerns while remaining anonymous. Each person would write their money issue on a mask and wear it at the event. Money Masquerades would be led by financial advisors who would consult and moderate open conversations between people. At the end of the event- people could optionally reveal their true selves—there's nothing to hide- afterall. Money Masquerades make public otherwise private financial conversations- drawing on the power of people to address money questions and curiosities. We could host our own Money Masquerade and test what types of people are interested in attending and what information they might be willing to share with others. An OpenIDEO Meetup,3,3,2,4,3
3JTPR5MTZSOE8P7GYNSXDCGQXSVK5I,3JTPR5MTZSOE8P7GYNSXDCGQXSVK5I, Empower people to treat their future selves- just a tiny bit- every day. This idea benefits anyone who uses a credit or debit card regularly. This idea is a very public method for getting people to acknowledge and invest in their futures. The goal is to start a wider conversation about investing in the future and financial responsibility within existing groups who spend money together (e.g. at restaurants- at clothing stores). Establish a presence outside of a local banking institution and ask people to tip their future after they use the ATM. Ask them to step inside the bank to deposit a few dollars back into their savings account. Ask them if they would use tip your future to quickly and easily give back to themselves when using a credit or debit card. Help to understand how different communities perceive saving and micro-contributions. Is saving a few dollars worth it? Do people understand the time-value of money? An OpenIDEO Meetup,3,3,2,4,4
3JU8CV4BRLO1RQAEGUT4IZ2G8X6OPS,3JU8CV4BRLO1RQAEGUT4IZ2G8X6OPS, Make saving and tracking daily expenses quick and easy for those who want to control their budget. Exchange and brainstorm ideas that will optimize the app's capabilities and options for the users to save the most that they can monthly. An individual,1,1,1,2,2
3KI0JD2ZU1UMWE0AKCDT1DP4N3676F,3KI0JD2ZU1UMWE0AKCDT1DP4N3676F, Go where people are already spending their time — on sites like Facebook- Google- Twitter — rather than hope for people to find you. Social media sites are used by people worldwide. They are built on the idea of sharing and are act as virtual water coolers. They also appeal to our pride. We would help people become financially literate. We could partner with others (e.g.- MOOCs- finance experts) to ensure information is accurate and actionable. We could develop literacy training with progress broadcast through quizzes- certificates of completion- badges- etc. that would incentivize their network to do the same. On social media platforms- we build the community ourselves with people who share common interests. We are therefore inclined to trust and be influenced based on what others’ post. We can be highly specific so our message reaches people who need it most. We would provide a virtual community and help them get connected to other people and resources in their physical community. And by its very nature- we would encourage people to share their new knowledge with others through word of mouth. We could draft an online test to gauge people’s financial literacy and their desire to learn. We could distribute through advertisements on Facebook and Google based on their profiles and searches. Their feedback would tell us whether we need to reach people online- offline or both; whether we need to partner with organizations to develop a course or certification; whether they want to learn by reading- watching or listening. I want to know if you think social media campaign would work. If you think buying ads and having sponsored posts affects the credibility of the informaiton. If it's important to partner with neutral third parties like a university or Suze Orman personality. If people would buy this idea. If you think they would bother to complete the training/do the work. How long that training should be. An individual,2,2,3,4,3
3KTCJ4SCVGDAAV60IC31PZVDAHLM17,3KTCJ4SCVGDAAV60IC31PZVDAHLM17, How might we promote financial literacy throughout a comic book? Mostly- children- teenagers who are interested in comic books and its storytelling format. A comic book can be used in schools by teachers for a playful teaching method- read by children by themselves- be adapted to digital channels. Maybe sketching some possible scenarios for how a comic book can work for financial literacy. Book design- graphic design- education- storytelling- writing- etc Other,3,3,3,4,3
3KTZHH2ONIRSLVQLHXCG49ILONRM8R,3KTZHH2ONIRSLVQLHXCG49ILONRM8R, Encouraging communities to thrive with their own on-hand resources through a peer lending trust system. This idea benefits: 1. communities with on-hand resources seeking financial empowerment; 2. individuals with savings looking for a alternative way to invest (lend) their money. This idea takes advantage of the dynamics in a community (i.e. trust- organization- cooperation) to make it an attractive alternative investment solution for individual around the world. In turn- communities have access to a new financial resources (the savings of individuals). Before launching any such platform- it is essential to test it on a micro-scale. Essentially- that means seeking out a local community with an on-hand resource looking for financial empowerment as well as a potential investor eager to help through investing. Testing the platform on a personal basis by word of mouth before launching it online is important. Discussing and getting feedback from the main players can insure a more successful system in the long run. I'm looking for any constructive criticism to perfect this idea further. I realize it's an ambitious project- but poking holes- giving existing examples- and asking questions is key in aiding to make it successful. An individual,2,2,2,4,3
3L7SUC0TTU6A36LIMTZ1BUC35PFM04,3L7SUC0TTU6A36LIMTZ1BUC35PFM04, Creating affordable- agile- and empowering marketplace of learning community 4x3x2x1group encourages trust- focus and active participation by limiting number of participants- no of meetings and duration. The attendees will benefit from supportive- flexible- affordable- and personal learning program while the leader receive incentive- develop network- experience and skills. It allows the less fortunate to monetize skills they have much more easily. Such model can be more attractive for business and organization to sponsor given its measurable impacts. Community Guideline is critical for a community to thrive. We propose new guideline that can be easily adopted in existing community structures- systems and values. The guideline brings recommended practices of effective group building through optimum number of participants- catalyze trust and bonding through repeat interactions- yet limit commitment needed. It incorporate money as incentives and create new financial opportunities by sharing skills - ultimately create new skill-based marketplace A local meetups can be organized based on approaches mentioned above- featuring a mentor on basic financial management. The goal of the experiment is to invite- get participants to pay- attend all 3 sessions and satisfy the learning objectives.Some questions: - Should we pay at each session? as lump sum for all sessions at the beginning or at the end? - Should we make a bigger group with lower fees or small group with higher fees?- Should we use money or tokens? The idea needs inputs especially from those who have experience as facilitator and helping out those with financial challenges. What works? What doesn't? How can we communicate the group / community rules better? What bite-sized financial management topics that is relevant? What guidelines can be provided for group leader to organize and facilitate meetups successfully? An OpenIDEO Meetup,1,1,1,2,2
3N2YPY1GI6ASKJUL8SZ7JFXKQJ1EVZ,3N2YPY1GI6ASKJUL8SZ7JFXKQJ1EVZ, The ideal app would present data in the right context- structure incentives to encourage positive behavior- and enable social interactions. Anyone that uses a smartphone and is interested in opportunities for more successful financial management could engage with this tool. Access to traditional financial services is not a requirement; the app can help manage spending for anyone that users payment systems that are connected digitally - traditional banks- Paypal- digital currencies- etc. A key element of this tool is the ability to use community benchmarks to better understand spending patterns- and share spending/saving behaviors with others in your network. We believe that opportunities to make anonymous comparisons with other people in similar situations and share positive financial behaviors openly within your network spread knowledge and encourage positive decisions. There are opportunities to test the contextually relevant budget capability using a behavioral test at a local grocery store - participants would be presented with budget information and details on their past spending as they enter the store- and a follow-up interview would assess the impact on their spending. Similar small prototypes could be created to test the impact of personalized rewards (iTunes/Netflix) on weekly spending as well as benefits associated with social budgeting/benchmarking. It would be great to receive input across a few key questions - What causes individuals to loose track of their budget?- What are locations when it would be helpful to receive advice/information about your spending?- What are other incentives beyond iTunes/Netflix that users would want to receive daily/weekly/monthly as a reward for positive spending behavior? A group brainstorm,3,3,4,3,3
3NQUW096N6K8TIRAMDHF4SY78OJ9L1,3NQUW096N6K8TIRAMDHF4SY78OJ9L1, Create an automatic savings service on the internet- allowing families to prepare for the future of their children. This idea will benefit not only those who seek to save funds to secure their children's future- but can also be applied to banking and trading partners. This idea challenge is to create a solution where existing communities help families plan and take responsibility for investing into their future. The service is based on a societal idea of the reconciliation of consumption and savings; by offering an automatic and painless child savings solution. The final goal is to invite all family members to join the service and create real intergenerational solidarity. Interview families and different house holds of various backgrounds- and also the business sector- including banks and companies- to gauge their level of interest in such a partnership. How to optimize the compensation model to ensure the durability and free service for all families. An individual,2,2,1,4,4
3ODOP6T3ASW1VQZQVC3J8OOIGWE42B,3ODOP6T3ASW1VQZQVC3J8OOIGWE42B, Using financials and community expertise to easier handle the most important products. The idea is to handle the most important products for living or production with network of experts to facilitate a more efficient use of the highest spendings. The fourth highest expenses worldwide are spend at the moment for transport- for example. The group would take the most important category within the city or region and build up a expert network- providing clients with datas for this product and even build up a concept for this segment. The idea is not centered on abilities- but on spending experiences and community expertise. The network of producers and shop owners can narrow the spendings for a category down and with financial support from sponsors even beyond the usual spendings. A lot of expenses are not structured- for example when I analyse that during one year most of the expenses for traffic happen because of a defect part. The idea would be to analyse and then using the community to act better and fairer. Companies- shop owners and production facilites can be asked what they are able to provide. Production facilites can provide parts- shop owners special services and the team must solve the problem- how such a small ecosystem could raise the necessary attention- stay attractive as well as financial able to guarantee a good service. I am interested if a similar project already exist- for example for a single product or category and what other transaction methods can be used for such an idea. An individual,3,3,3,4,3
3P888QFVX36MR2BTG78TI4SQDTSOQJ,3P888QFVX36MR2BTG78TI4SQDTSOQJ, First-generation college alumni can help counsel 1st gen college students and help them avoid financial pitfalls (updated 6/2/15) Mid-20 to mid-30s 1st generation college alumni could work with current 1st gen students- counseling them through what is often a difficult transition that is poorly understood by those who haven't gone through it. For almost every college- there is a group of dedicated college alumni who donate to the college- interview perspective students- and are willing to talk with students about their careers. Those alumni who experienced the difficulties of being first generation college students would likely be willing to reach out to first generation students now- to help them manage the tribulations- temptations- and expense of college life. As a 1st gen alum living near my alma mater (and now in business school there)- I will talk to my university about the potential of this idea. An individual,3,3,4,4,3
3PMR2DOWOODTUNIDDV5H6VRU06545C,3PMR2DOWOODTUNIDDV5H6VRU06545C, Cell phone access by answering financial literacy questions. The target market would be the young adults (age 14-20) that are entering into the “real” financial world. The immediate benefit of the plan is to give access to using a cell phone based on correctly answering a finance question. Long term the knowledge gained through the learning games will provide for better financial understanding. Local financial institutions can provide incentives to active accounts within their Metropolitan Statistical Area (MSA). The community financial institutions that work with app development as financial sponsors are benefiting as well by gaining access to new clientele that are financially savvy. Focus group in a local school with students and parents would provide for proof of concept. Phone app development would be the most helpful. The development of the User Interface (UI) is a bit beyond me- but I can provide basis for financial questions. Other,4,4,4,3,4
3PR3LXCWSFB3TC8Z0WK3FMTUFXT9XN,3PR3LXCWSFB3TC8Z0WK3FMTUFXT9XN, Rounding up your purchases to empower people around the world. This program is for anyone with a credit/debit card from ages 8-88- from anywhere around the world. They can enroll in the program if they wish to set aside money every month for the purposes of empowerment and alleviating poverty. On the other end- the borrowers of the money will have the power to create opportunities for themselves- whether through launching a small business or funding their education. The idea suits the opportunity by connecting people through donating to empowerment opportunities- where the borrower will return the money with interest to a community pool of money or microfinance institution. Additionally- that pool of money can be used in that community to further fund other empowerment opportunities and develop the economy. We can create a keep the change mechanism for a group of friends who may need money in times of emergencies. For example- with people who are paying cash- we can ask them to keep the change to put aside for donations to a specific person's empowerment opportunity. Say your friend at school needs to borrow $10 from you to urgently purchase school supplies for her next assignment. She will then return the money- with interest- to a pool of money for all further opportunities that may arise. Should the accumulated change (on average $20) be donated directly to the empowerment opportunity (through a web-based platform like Kiva Zip)? Or directly to a microfinance institution? Should the lending pool of money be focused on that community or go back to a world wide audience?How might we get the person donating the change to feel more connected to the borrower and community they are helping to empower? An individual,3,3,3,4,3
3Q2T3FD0ONK6KYKF5GHKDSAA81ZM3Z,3Q2T3FD0ONK6KYKF5GHKDSAA81ZM3Z, See your old age nest egg grow This idea benefits the low income people who do not have enough disposable income to save for old age There should be a law mandating 8% payment to a pension account for every payment you make to a person not covered by a pension plan but forward thinking communities can implement this in their communities without waiting for a law We can take one ward in Delhi out of 272 and see what people think of the idea and how many individuals who use domestic help and how many businesses who have employees not covered by pension- pay the 8% pension. Is this idea unique or has this been done elsewhere. If it has been done elsewhere examples will help adoption in Delhi. An individual,1,1,1,1,1
3QGHA0EA0JC7S5I6OB2D49ADUVQBW6,3QGHA0EA0JC7S5I6OB2D49ADUVQBW6, Could reduction of pay inequality help build trust and subsequently empower those of lower economic class? This idea could primarily benefit people who are disenfranchised by the current levels of income disparity (at least from a U.S. perspective).I do believe that everyone could potentially benefit from this idea. By defining- and building- communities that include all economic classes I believe we can build trust (in both directions) between those who have financial knowledge and power and those who are more or less disenfranchised by current structures. Ben & Jerry's is one example of a company that tried to limit the ratio in pay between the highest paid employee and the lowest- but unfortunately that practice didn't survive the sale of the company.Other than seeking out other examples- I have to acknowledge that I'm not sure of a lightweight test. I think it would be important to try to quantify what would constitute an ideal amount of pay inequality and what the tradeoffs might be- if that can be done via appropriate research.I would also welcome ideas on how to facilitate building community and networks between high and low earners. Other,1,1,1,1,1
3SZYX62S5GCQDA0WFT3O97B4R8V75Z,3SZYX62S5GCQDA0WFT3O97B4R8V75Z, Employers provide 1 hour of financial training per week to its low-wage hires during work hours to instill empowerment This idea directly benefits low-wage workers who lack higher education and aren't able to get out of the cycle of poverty. They end up collecting life-long low-wage checks instead of fixing the root cause and changing their habits or gaining knowledge.The other main player would be the employer who provides the training. If the programs are optional- the attendance rate would not be as high as if the class was held during paid work time. (Benefits listed in next answer) You are who you surround yourself with. Low-wage hires are spending a lot of time with others just like them who have the same mentality and habits. Financial training that is designed to be actionable can change the sentiment of the workplace. Hires will feel 1) accompanied by their colleagues- 2) that their employers care despite the low wages and 3) empowerment to change. The shift in mentality may lead to higher productivity from the hires than the cost of paying for the hour of training. One way to test the idea can be to gauge interest by putting postings of financial trainings that are held during hires' off-hours. -What would be the potential cost for a company such as Walmart to implement this training? -How difficult would it be for a company to be willing to implement this training? -Is in-person training the most effective platform? An individual,2,2,2,2,3
3T8DUCXY0NIWCVZFVMJ6QJ8O2159T4,3T8DUCXY0NIWCVZFVMJ6QJ8O2159T4, What if every social enterprise pledged to hire one man or woman in need for a year program? We want to create a platform that makes it easy These programs will benefitwomen and men who have just graduated from job ready programs through other non profit organizations and can't find jobs. Social enterprises should act as a stepping stone and help introduce them to a traditional workforce. They will be able to learn the skills they need to excel their financial and working knowledge. Social enterprises will also be able to asses their individual strengths for jobs in the future. There will be room for expansion in the private sector This idea specifically uses the power of communities to improve financial opportunities and resources because job experience is crucial in achieving both. As a community it is a small responsibility that everyone can take to change someones life. Organizations like the Downtown Women's Center and Chrysalis do a great job in providing job training and resume building but not every student that graduates from their programs wants to do the work that they have. Everyone has a different dream job. We could survey surrounding small business and social enterprises to see if they would be willing to take on one new employee and for what time frame? is one year too long? how much would they be able to pay them? is a mentorship a few days a week more likely? SOWN is a social enterprise that wants to do this work and not make social enterprises the dichotomy of earning money from one thing- and funneling it to the next. We want to practice what we preach and give women first hand experience. We want to create a program so that it is easy for every social enterprise to hire on or mentor a man or woman in need. It shouldn't be a burden but a joy to give someone the opportunity to learn the skills and open up new financial opportunities and resources. Personal financial tips that you've grown up learning would be so valuable. We would be seeking expertise from the OpenIDEO community in how to create this platform and how to give these women the best tools to move forward. A student project or collaboration,2,2,3,4,3
3TFJJUELSH14QUC5OR91RM0689VC2W,3TFJJUELSH14QUC5OR91RM0689VC2W, Scaling up BRAC's graduation model for the poorest : build an inclusive social network while introducing basic entrepreneurship training This idea benefits the ultra poor. People living below 1.25$ a day are not an homogeneous pool and a unique set ofintervention is required for those in the lowest half of the group who live on 60 to 70 cents a day or less- eat below 80% of their energy requirements despite spending at least 80% of their income on food. The main players would be microfinance institutions who want to extend their reach. This idea use existing structures such as NGOs or microfinance institutions to target the ultra poor and provide grants of productive assets (like livestock) as well as weekly stipends. The aim is to provide breathing room while they learn new livelihoods. The second step is then to encourage participants to save money while providing intensive hands-on training. Itmobilize community to integrate the ultra poor and give them the needed confidence boost. BRAC already runned extensive research about this model- and has demonstrated the success of this scalable- household-to-household approach. Indeed- 75 to98% of participants met the graduation criteria. Evidence also suggests the approach can work outside BRAC's native Bangladesh. The organization is ready to to leverage its experience by working with others Further insights to replicate this idea through different structures.Ideas to adapt this model to the ultra poor in developed countries. An organization,3,3,4,4,4
3TTPFEFXCTWJP36MXLZ5SQEY162H6R,3TTPFEFXCTWJP36MXLZ5SQEY162H6R, Teaching financial literacy in terms that a person can relate to Most of us do not study finance and let's face it- it can be tedious and boring to look these terms up or try learning about them. I think this idea can benefit people who don't want to spend much time or energy trying to be a finance literate. This will make learning financial literacy fun!! Each of us have an obsession or weakness for something. For some it is shoes- for some it is gadgets or books etc. How about which translate all the financial terms into those terms. Say- Person A likes to buy a lot of shoes. So we translate terms like funds- savings- investing - learning how money works in terms of number shoes he/she can buy or is equal to.A mobile application can be built to do this. This would make the entire process fun. An individual,2,2,2,3,3
3UAU495MII4EJVIAXGSYS5PFGEYOUO,3UAU495MII4EJVIAXGSYS5PFGEYOUO, What if you combined the addictively fun life simulation video game The SIMS and the growing financial software industry? This concept would benefit the user by allowing them to navigate those difficult life decisions (specifically financial decisions) in a simulated real-world environment. The main players would be; for example- a large gaming publisher such as Electronic Arts and a reputable financial software provider such as Mint. This could pose an opportunity for these businesses to expand into new markets by providing educational products. A Life Sim gaming environment uses the power of community in two ways. First- in the sense that it takes the strengths of specialists from the gaming industry and the financial software industry to deliver a new product that combines a simulated environment and professional financial advice. Second being the community of virtual people or Sims with whom your avatar would interact and play out scenarios. The quickest and least involved method to get a bearing on the viability of this concept would be to conduct interviews in local communities. Statistics indicate that there is a potential market. By 2013- Electronic Arts had sold 175 million units since introducing The SIMS in 2000. In 2012 Mint topped 10 million registered users. A. Help refining the high level vision (To provide simulated life experiences as they relate to important financial habits/decisions- coupled with professional financial advice) B. Help with strategy- for instance: Is The SIMS idea too lofty? If so- does this idea lend itself to a more manageable scale? C. Gaming- Finance and business expertise D. Design and content generation. Other,2,2,2,3,2
3UEDKCTP9V2TVTLZMG7UBWUMOYQK7X,3UEDKCTP9V2TVTLZMG7UBWUMOYQK7X, Invest in the next generation by pledging money towards students' college funds. The idea benefits students in grades K-12 who need empowerment most. The idea of Marathon Learning encompasses a platform where students can create a personalized profile in which individuals in their network and beyond can pledge money towards their college tuition in exchange for earning good grades. Students from all types of socioeconomic and educational backgrounds could benefit from this idea with the promise that their achievements will be compensated with money towards higher education. This idea would work similarly to how donors pledge money for miles a runner completes in a marathon—in this case the student's existing community is pledging money towards a number of pre-prescribed grades earned (whether those grades are As- Bs- or Cs depends on the specific student). Marathon Learning uses the untapped potential of the student's social network to further their education- and thus allows more students from low-income communities to become financially empowered through school. To test this idea- I could use a high school student in my own network (ex. my 16 year old sister). I would have this student create a private Facebook page that highlights official academic progress- accomplishments- and goals. Then- I would have this student reach out to adults and financially able individuals within their community and social network asking for pledges of money to fund college in exchange for specific grades earned in the next academic semester. I would need help programming this funding platform. I would also need help in ideating on the logistics of collaborating with schools. The platform involves ensuring that the student's grades reported are official according to his/her transcript- that the money pledged goes to a secure source used specifically for college- and that students cannot see each other's profiles. An individual,3,3,3,4,3
