idea,winning,final_feedback
 Keep your digital pet alive by saving money!  This idea can assist many communities- from kids learning the importance of saving money for a rainy day or adults with bad financial habits. This concept allows for users to sympathize with their digital pets needs. The more you save the better healthier your pet will be.  Our challenge focus on digital communities- we plan to focus our efforts on digital tacking- forums and comparisons. If your family is saving for a vacation- you can create a family pet. See who contributes more - the competitive nature might nourish some unexpected results.  OpenIDEO Chicago would test a variety of user groups to see who is the best target market- as of know we know that kids enjoy and become addicted to games quickly. However with some thought- we also realize that teens and adults greatly enjoy games such as angry birds. Could we streamline the experience to fit a variety of folks. Make it harder to keep you pet alive as you grow older and make more money.  We would love for ideas and observations from the openIDEO community. What challenges could we set in place to make the game more interesting - can we link the app to peoples bank and credit accounts?  An OpenIDEO Meetup ,0,0
 Allowing those with the financial knowledge to share it with those who need it!  It would benefit the immediate community these programs are located in. The main players are volunteers who would spend their time educating others of the concepts of financial responsibility. For example- they could go to high schools or community halls once a week to share their experiences- presenting real life examples rather than conceptual math classes. The volunteers would benefit because by teaching others- they would understand the material better as well as obtain new perspectives.  The majority of the volunteers are ideally university students or professors (who are willing to dedicate their time to help others.) This may create a tighter network as each 'teacher' is trying to help someone in his/her community directly. In the long run- those who were initially learning could go on to become volunteers themselves in order to give back to their community- therefore creating a cycle that is constantly changing and evolving.  Generation Citizen- a similar project in which volunteers go to local high schools to teach students about making a change in their community has seen some success in the east coast. Their core structure could act as a resource and a model that this new concept could follow. With GC's success in major cities such as Boston & Philadelphia- it does seem viable to assume that this concept could grow in big cities as well.  It would be a great starting point if OpenIDEO could provide its network for the project. The first step would be to market what the project is and how it would work. Having a strong network will go a long way with a) getting the message to the public- b) obtaining the volunteers and gauging interest- and c) calculating if the project is feasible on a financial basis.  An individual ,0,0
 Harness the Entrepreneurial activities of the community to build it.  This idea benefits the direct community as a whole- which could potentially bring them together to help build- the players are the community.  This idea would see communities build their wealth- infrastructure etc. together. By being able to directly contribute- whether it be through money- time- manual labour or materials and then harnessing the ideas each community has to improve their local areas. This would assist in building much needed basic resources- which in turn would allow the community to concentrate on other areas for furtherdevelopment.  I think this is already a work in practice for certain communities- for example the Amish- from my basic understanding they are essentially a self sufficient community that grow and build resources together.  The flaw I can see in this idea is the politics surrounding the appropriation of funds and being able to minimize corruption. How could we bring a democratic or fair ideology into countries that do not follow this culture?  An individual ,0,0
 When women are financially empowered- the whole community wins.  This idea not only helps to transform the traditional attitudes among women but also do benefits to the whole society once women could become economic independent.The main player here is the dominance of the women in econmic position.  When the women become economic independent- the whole communities could create more work opportunies - resources- and even develop quickly.  In Chinese history- the position of women might be lower than men's as the traditional attitudes towards economic independence. However- the perspectives have changed graduallyandwomen become more and more independent especially in the economic aspect even some women may be more powerful in the economic position than men. And the whole society develops quite dramatically with the financial independence of women. Therefore- I think this could be helpful to the community in any other counties.  change traditional attitudes between men and women in financial position could be the key to arrange this thoughts.  Other ,0,0
 Community endowments create wealth from investments in which profit is distributed to local shareholders and philanthropic organizations.  Community endowments benefit three core users: businesses- non-profits- and individuals. The investment arm of a community endowment creates wealth through investment and support for local businesses. Profit from the investment activity is distributed as a dividend to shareholders who then spend this money in the local economy. Lastly- the other portion of profit is granted to non-profits which through their work raise community aura- thus circling back to benefit businesses and individuals.  The community endowment concept draws on existing institutions; however- the novelty is in pairing an investment group- a co-operative mutual fund- and a community foundation under a single partnership. Instead of wealth concentrating in the hands of a few- it's distributed to residents interested in becoming a shareholder. This creates not only supplementary income but also a sense of ownership and pride in community.  Create a small experimental group of ten to twenty friends willing to invest $50 into a co-operative mutual fund or credit union like structure. Then- invest the sum amount in a local business through a low interest bearing micro-loan. Take the profits and distribute a portion to the shareholders and then the remainder to a non-profit that supports community and economic development. See how the non-profit's actions might have benefited either the business- shareholders- or both!  There is potential for this idea but many obstacles as well. The early obstacles are establishing a legal structure and ensuring the protection and stewardship of the shareholders' investment. Secondly- how can consistent profitability be generated so that shareholders receive a dividend? What can non-profits do to ensure their work is felt by businesses and citizens?  An individual ,0,0
 Financial advisors are often too expensive for those most in need of their services. Let's connect community members with students!  This idea benefits those in need and students studying financing. Those in need can receive financial advice at a considerable lower rate than what they might pay a financial advisor. College students can charge a small fee and benefit from the real world experience of advising their community members.  This idea connects those who have deep financial knowledge with those who don't. It empowers the community by making financial guidance more accessible and empowers those in school by helping them refine their expertise.  We could see how willing community members might be to receive financial advice from college students and how willing student might be to refine their expertise in the real world. We could also explore price points/subscription models that are acceptable by all involved.  An OpenIDEO Meetup ,0,0
 Socially but anonymously talk about financial matters you might otherwise keep hidden.  This idea benefits people who might be too embarrassed to speak about their financial situation with others. It gives them a social platform to voice their concerns while remaining anonymous. Each person would write their money issue on a mask and wear it at the event. Money Masquerades would be led by financial advisors who would consult and moderate open conversations between people. At the end of the event- people could optionally reveal their true selves—there's nothing to hide- afterall.  Money Masquerades make public otherwise private financial conversations- drawing on the power of people to address money questions and curiosities.  We could host our own Money Masquerade and test what types of people are interested in attending and what information they might be willing to share with others.  An OpenIDEO Meetup ,0,0
 The dollar sign is often used to connote price: the more $s- the bigger the price tag. Let's rethink how we communicate value and costs.  This idea benefits all shoppers and service providers. Similar to movie ratings that have guidelines enforcing their correct application- the dollar sign- from $-$$$$ (or perhaps we create new icons) could more expressively differentiate products and services based on their true cost and value. Shoppers can make smarter purchasing decisions when they understand why something costs what it does and what value it has. Services can better differentiate their offerings beyond price point.  Film ratings influence movie releases and audience attraction which influences film production by movie houses. An audience's reaction to a simple but differentiating PG or R rating can determine what is bought into and what isn't. Leveraging communities in a similar fashion by making the $ a greater symbol of service/product cost and value not only better helps people understand the true quality of what they are buying- it could also shape that quality over time.  We could speak with community members to gain a greater understanding of what $- $$- $$$- and $$$$ means to people. We could also explore different icons to see what visual cues communicate cost and value best.  An OpenIDEO Meetup ,0,0
 A non-profit 'Re.looks' @ decline factors & puts would-be borrowers on a 30- 60- 90 or 180 day track to being able to re-apply successfully.  This target audience is people who have been declined for a loan & are: Already engaged with the credit union & possibly a member Motivated to learn behavior that will put them in position to borrow Need something the credit union has (a loan)This solution makes CU impact on several levels: This is in keeping with a core value of the CU industry – to educate and enrich. CUs are able to turn declines into borrowers increasing profitability Impact can be measured definitively  The credit union community is made up of 6400 CUs and 98 million members. The industry generates hundreds of declines for loan applications (mortgage- auto and unsecured) daily. Currently our community is offering a free credit report to declined would-be borrowers- but not much more. The end user for this idea (the would-be borrower) is arguably a person who needs financial education the most- is coming to the CU community for a solution.  I lead a team of financial literacy specialists at Patelco Credit Union (one of the larger CUs in the US). Our team has begun connection with members who have been declined for loans to learn if this is an idea that might benefit them. The response is an overwhelming 'yes!'  Helping write program guidelines and general input from finance professionals.  A group brainstorm ,1,1
 An app allowing parents to track their little sprouts financial literacy milestones - is my child on track? The app grows with your sprout  This will help parents and children alike track their financial milestones - much like an app to ensure your child is accomplishing all of their developmental milestones. This app will allow users to keep there little sprouts on the right financial literacy track - not on track don't fret we have all the guides in place to connect you to the proper resources!  Our challenge invites parents to come together as a community and share ideas- suggestions- what's working and more importantly what isn't. The app would provide forums searchable by key phrases such as how much does soccer camp cost? The app would grow with your sprout and connect parents by comparing their kids much like a development chart your child is in the 90th percentile for height and 60th percentile for weight.  OpenIDEO Chicago could connect with a local school to review curriculum - what are kids REALLY learning about finical literacy? Once we obtain more information we would ask a verity of parents to attend an open forum night hosted by openIDEO - we would ask questions to better understand parental and child motivation for educating sprouts and what milestones they would be interested in their kids accomplishing.  Ideally openIDEO Chicago would come up with a set of questions for other openIDEO communities to take to their local schools and/or parents. Do other regions- demographics- age groups want their children to learn different things or accomplish different goals? OpenIDEO Chicago would then synthesize the information and present it to the community in a concise format.  An OpenIDEO Meetup ,0,0
 Roma community- students and financial experts will work togehter in desing new tool for simple access to financ. institutions and resources  Direct beneficiaries are 1000 Roma and other groups at risk for social exclusion in 4 municipalities in the country with highest percentage of Roma. Their educational level and employment rate is significantly lower in comparison to the national average. Age rage is from 18-62 years. Focus will be given to financial empowerment of Roma women. Also beneficiaries will be young Roma and non-Roma students and financial institutions included in design of the new tool and its implementation.  The idea will use power of young Roma and non-Roma student graduates (IT- finance- economics and social sciences)- representatives from financial institutions and direct Roma beneficiaries who will be joint to work together with community Coaches and Mentors in design and development a whole new set of services and tools that will ease access of Roma to financial institutions and resources.  The tool will be designed by students- financial institutions experts- community coaches and mentors- and Roma clients in one of the largest Roma communities in the countryTopaana located in country capital Skopje and then the prototype can be tried out in 4 municipalities with highest % of Roma inhabitants in the country (municipalities of Suto Orizari- Chair (Topaana)- Tetovo and Kumanovo) to find out if the proposed manner of support will meet out expectations.  OpenIDEO support is needed to identify new innovative ways to revive the traditional channels of communication- such as face-to-face and telephone communications—that are widespread in the Roma community- by adding new features that will make the distribution of information or access to advice more effective and accessible for Roma. The use of new technologies is also needed and will contribute to developing a truly multi-channel access to services adequate for the needs of disadvantaged Roma.  An organization ,0,0
 let each student become real investor  Children learns how to earn earn money using money and it will open path to prosperity. A child will receive few bucks that he/she can use for anything but preferably invest in personal brokerage account. To motivate investment- a child will receive extra bucks for each dollar invested.  All students will work together and to really earn money and help each other to learn and understadn how financial institutions work  This can be done a single class in elementary or middle school.Within few months it can be evaluated whether student are engaged in the process of investing and whether this is a beneficial experience that can help them in the future.  Need find cooperating brokerage company who is willing to create a special accounts for each childrenso they can really invest money.  A student project or collaboration ,0,0
 Empower people to treat their future selves- just a tiny bit- every day.  This idea benefits anyone who uses a credit or debit card regularly.  This idea is a very public method for getting people to acknowledge and invest in their futures. The goal is to start a wider conversation about investing in the future and financial responsibility within existing groups who spend money together (e.g. at restaurants- at clothing stores).  Establish a presence outside of a local banking institution and ask people to tip their future after they use the ATM. Ask them to step inside the bank to deposit a few dollars back into their savings account. Ask them if they would use tip your future to quickly and easily give back to themselves when using a credit or debit card.  Help to understand how different communities perceive saving and micro-contributions. Is saving a few dollars worth it? Do people understand the time-value of money?  An OpenIDEO Meetup ,0,1
 Use the proven effectiveness of networks and common goals to train better financial habits.  This idea will benefit those who want to develop better financial habits (regardless of financial position)- and those who want to be a part of a supportive- goal-oriented network.  This solution is designed to work within existing communities (friends- neighbors- family members- peer groups)- and/or to create a common- anonymous place for people with similar goals to find inspiration from one another. Quantified accountability within a community structure has proven wildly successful in the health and wellness space.Imagine if individuals struggling to pay just a little bit extra towards their student loan each month could find and support one another.  Prototype using a simple website- where individuals can report progress towards a specific financial goals. The website AskMeEvery is a great (simple!) platform that emails you every day and charts your responses. For example- did you stay within your food budget today?.  Feedback or ideas about what types of goals people would want supported. We all have financial secrets- and we all often have the same financial secrets within our peer groups (I'm worried about saving enough for a house or I'm worried about my student loans). How can we create a supportive- simple- environment where people want to report their progress?  An OpenIDEO Meetup ,0,0
 What if every social enterprise pledged to hire one man or woman in need for a year program? We want to create a platform that makes it easy  These programs will benefitwomen and men who have just graduated from job ready programs through other non profit organizations and can't find jobs. Social enterprises should act as a stepping stone and help introduce them to a traditional workforce. They will be able to learn the skills they need to excel their financial and working knowledge. Social enterprises will also be able to asses their individual strengths for jobs in the future. There will be room for expansion in the private sector  This idea specifically uses the power of communities to improve financial opportunities and resources because job experience is crucial in achieving both. As a community it is a small responsibility that everyone can take to change someones life. Organizations like the Downtown Women's Center and Chrysalis do a great job in providing job training and resume building but not every student that graduates from their programs wants to do the work that they have. Everyone has a different dream job.  We could survey surrounding small business and social enterprises to see if they would be willing to take on one new employee and for what time frame? is one year too long? how much would they be able to pay them? is a mentorship a few days a week more likely? SOWN is a social enterprise that wants to do this work and not make social enterprises the dichotomy of earning money from one thing- and funneling it to the next. We want to practice what we preach and give women first hand experience.  We want to create a program so that it is easy for every social enterprise to hire on or mentor a man or woman in need. It shouldn't be a burden but a joy to give someone the opportunity to learn the skills and open up new financial opportunities and resources. Personal financial tips that you've grown up learning would be so valuable. We would be seeking expertise from the OpenIDEO community in how to create this platform and how to give these women the best tools to move forward.  A student project or collaboration ,0,1
 Design informative note and included it with the legal papers before they are signed  Peoplethat need to sign legal documents-they will have more information to make better decision  The more information people have regard their legal documents the better their decisions will be- the better their decisions are the less financial trouble they will have .  Design the informative note and partner with small legal farm to include the informative note with the documents- and then after given it to people ask for their feed back !  - Group brainstorm  An individual ,0,0
 People who are homeless are matched together with volunteers to gain financial empowerment and possibly more  An individual ,0,1
 Scaling up BRAC's graduation model for the poorest : build an inclusive social network while introducing basic entrepreneurship training  This idea benefits the ultra poor. People living below 1.25$ a day are not an homogeneous pool and a unique set ofintervention is required for those in the lowest half of the group who live on 60 to 70 cents a day or less- eat below 80% of their energy requirements despite spending at least 80% of their income on food. The main players would be microfinance institutions who want to extend their reach.  This idea use existing structures such as NGOs or microfinance institutions to target the ultra poor and provide grants of productive assets (like livestock) as well as weekly stipends. The aim is to provide breathing room while they learn new livelihoods. The second step is then to encourage participants to save money while providing intensive hands-on training. Itmobilize community to integrate the ultra poor and give them the needed confidence boost.  BRAC already runned extensive research about this model- and has demonstrated the success of this scalable- household-to-household approach. Indeed- 75 to98% of participants met the graduation criteria. Evidence also suggests the approach can work outside BRAC's native Bangladesh. The organization is ready to to leverage its experience by working with others  Further insights to replicate this idea through different structures.Ideas to adapt this model to the ultra poor in developed countries.  An organization ,0,0
 Collaboration and expansion of possible venture strategy for sustainable business and profitable community  This idea will benefit the banks- new financial ventures- existing SMEs- people near and below poverty line and the Microfinance venture. The main players would be existing and new entrepreneurs - existing and new farmers- associations supporting the local business and the government in the respective area. These key players will get access to finance- training and education on how to use new money and increase in quality of their life and increase in lower level of community  I would like to answer this with- again- my project Joint venture between ASA - OCF in Ethiopia. ASA will create alliance with OCF- coffee growers- and will provide them with funds. Also ASA will transfer their knowledge and expertise to empower and train the common businessman and new entrepreneurs in how to use new money and how to create sustainable business. Microfinance will be important tool because it will provide easy access to small amount of money to common population.  As explained- we can float a small venture in the region rich either with resources or with human capital. we will have to create the long term goal and long term profitability by identifying the scarcity of the market- local or global- and train & educate the local entrepreneurs in the particular field. This can be done in small scale but the timeline has to be defined and identified accordingly.  I would need IDEO's expertise in challenging the idea from basic. Also I would need IDEO to help me create better plan and explore more sustainable and profitable business plan to elevate the current economic situation.  An individual ,0,0
 MAKE A LIST and each time you achieve one of your goals // we will contribute for a good deed  Youth - and community .education- good deeds  not only youth will learn about finance and will overcome challenges- but we will partner with brand to contribute for a good deeds to the communities .  Focus group (youth and parents) to learn about their reaction toward the idea !  -Brainstorming how we can make better - anthropology research - social media experts  An individual ,0,0
 Encouraging communities to thrive with their own on-hand resources through a peer lending trust system.  This idea benefits: 1. communities with on-hand resources seeking financial empowerment; 2. individuals with savings looking for a alternative way to invest (lend) their money.  This idea takes advantage of the dynamics in a community (i.e. trust- organization- cooperation) to make it an attractive alternative investment solution for individual around the world. In turn- communities have access to a new financial resources (the savings of individuals).  Before launching any such platform- it is essential to test it on a micro-scale. Essentially- that means seeking out a local community with an on-hand resource looking for financial empowerment as well as a potential investor eager to help through investing. Testing the platform on a personal basis by word of mouth before launching it online is important. Discussing and getting feedback from the main players can insure a more successful system in the long run.  I'm looking for any constructive criticism to perfect this idea further. I realize it's an ambitious project- but poking holes- giving existing examples- and asking questions is key in aiding to make it successful.  An individual ,0,0
 create series of fun stories for kids- each has a different kind of adventure- the stories talk about the significance of finance !  Kids- they will enjoy reading fun stories and lean about finance at the same time  Kids are the base of our communities- when we teach kids with different kind of dreams about the significance finance- we will arm them for future challenges .  Create one story and tell it through (schools- meet up -....ect) and see people reaction  -Screen writer -Creative strategiest- illustrator  An individual ,0,0
 The core concept of “Investment quest” covers the two sections of Investing from scratchand Building a portfolio. The game puts users  Our project is targeted at low financial literacy audience- to educate them through edutainment and reach out to them via social. We believe the knowledge they equip from Invest Quest will educate them with sufficient knowledge & realistic stimulation- dealing with unforeseen/uncontrollable market conditions to kick- start their first investment. The game also includes advisor to facilitate the players to react on various financial conditions.  The idea involves the communities in the world of virtual reality where- real cash flow concept is take into accounts. Therefore- market & transactions will be happen at real time- and the player's financial situation will be affected by the actions of the communities (e.g. high demand or low in supply will result in high pricing of a product or commodity).From this- the user will be able to learn the concept of careful financial planning and investment to improve their cash flow.  I will like to develop a mobile prototype on the game concept on financial literacy to gather initial interests of the community before moving on to develop a second life environment where- the real 3D interaction will grab the interests of the audience at a visual level.  Coding on game development Graphical designGame concept on the financial literacy.  A student project or collaboration ,0,0
 High school students participate in an after school mock stock exchange! (UPDATE 5/31/15)  This experience would benefit high school seniors and their families- by teaching students the basic structure and function of the stock market and engaging them in a unique opportunity to take part. This could develop as a new extension of already existing non-profit educational programs- and incentivize young people the way the real world incentivizes adults- with cash rather than grades- allowing them to learn about their role as future choice makers in a consumer-driven economy.  By gaining sponsorship from local businesses- the Mock Stock program could be run through a local YMCA or rec center on weekday afternoons and function like an afterschool club or sport. It would provide students who are interested in economics with an opportunity to explore the world of Wall Street using small amounts of money in reward for smart choices. TD Ameritrade might even donate their online educational tools if it means helping raise the next generation of buyers...  I could offer 3rd party workshops via Rainbow Tutoring- my friend's boutique tutoring company here in LA- which caters manly to high school students. A $5 buy in at the beginning of the program would be pooled and then rewarded to the student with the highest gain at the end. An experiment like this would allow us to gauge the willingness of teens to participate in a program like this- and track their interest so that the course structure could be amended for optimal engagement in the future.  OpenIDEO community members with more advanced knowledge of the stock market could greatly enhance this concept- contributing the details necessary for a more accurate replication of the real thing. Community members who have experience teaching and leading teenagers would be able to advise us on how to make sure the students enjoyed their experience and felt motivated to learn and experiment. It’s important that the kids feel they walk away from their Mock Stock experience with useful knowledge.  An individual ,0,1
 A kickstarter-like campaign- but within your local community- that allows neighbors to give money using SMS- or with cash at a local store.  For people who may not have access to bank accounts- credit cards or computers. And for those who do not have access to online crowdfunding tools. No computers needed!  A group brainstorm ,0,0
 Making children realize the importance of exploring various ideas in order to gain financial stability.  This idea will benefit all school-going children. This is meant to sharpen their minds. teach them how to think and push them to explore financial options at a young age- which will make them wiser adults in financial matters. It also aims at tapping out the true potential and figuring out the subject towards which the child is inclined.  School teachers and the parents of the children will be actively involved in making this idea work. Using the power of spirit of competition- this idea will bring out the best of the minds together in order to make children financially competent. Cause As you sow- so you reap. Set the children thinking in the right direction and they will continue to do so.  Try and implement this idea in a school and observe the results over a period of time. See how it benefits in a long run.  Ideas to make it more appealing to schools and help to refine the idea.  An individual ,0,0
 A new financial product that leverages credit union communities.  Payday loans are a VERY bad finanical product that many resort to in order to make ends meet when unexpected shocks income shocks occur. Customers: Potential users of payday loans- existing users of payday loans. These users are given a lower interest loan than existing solutions.Credit unions: A new financial product that can increase union members liquidity and access to capital.  The credit union and its resources are essential to the development of a lower interest payday loan for its members. Unlike banks- credit unions are not-for-profit enterprises with a member first mentality. This means financial products can be developed with the customers interests in mind.  Financial structure of this product. I am unsure of the exact impact that a credit unions community could have on creating a substitute product to payday loans - whether it be your reputation within the community that grants you a lower interest payday loan or some element of collateral that you pledge to the community. Could you help me brainstorm this?  An individual ,0,0
 I'd like to contribute this idea as a PR strategy for our sponsors to utilize.  A. Beneficiaries - High school students and their families. It's well documented that financial behaviors start in the family. Like AA (alcoholic anonymous) those with in poor financial condition have a difficult time admitting to the problem. Role models- professional athletes- 'coming out' can have moving impact on others admitting to their current situation.B. Professional Athletes - Thought leaders for change- using their notoriety to give back and educate.C. Sponsors - PR strategy  High schools already serve as educational facilitators for local communities. However- there is an issue with gaining enthusiasm around 'personal finance' seminars and classes because well... they're boring- AND more importantly no one wants to admit they are confused by their finances. Given their celebrity status in light of their own money problems- athletes have the power to change the stigma associated with personal finance by being advocates for classes sponsored by local high schools.  1. Have a professional athlete visit their high school to speak about his/her money problems as an equal with the student body and their parents in attendance.2. Have the professional athlete advocate for weekly/monthly class that is sponsored by the high school.3. If this works- scale the operation with more professional athletes across high more high schools and establish a universal curriculum.  I have a question and a request. First the question: Do you think professional athletes as advocates for financial education actually have the ability to mobilize those who need it the most? Why or why not?The request: I am seeking our sponsors to help scale this potential campaign (if they see fit). Assuming of course this works in an experimental condition- professional athletes as advocates for better personal finance education has the ability to scale nationally (globally).  A group brainstorm ,0,0
 The Social Swipe“ by Misereor – makes giving easier than ever before  An organization ,0,0
 A partnership between grocers- insurers- and banks that provides incentives for shoppers to 'invest' in their health with better foods.  The main beneficiary is poor families who are at risk of buying unhealthy foods to sate short term hunger. Better food saves health (and money) long-term.Grocers benefit when these customers buy higher-margin foods. They promote the program and provide infrastructure to track purchases.Insurers benefit from customers with improved long-term health- and reduced claims. They will pay forward incentives in an interest-bearing bank account for participants.Banks benefit from new users!  Each of these stakeholders -- shoppers- grocers- health insurers- and banks -- plays an integral role in the community. There livelihoods depend on one another. Although the symbiotic nature of their relationships has been short-circuited in many communities- we believe this idea can rewire the circuitry. Every actor is incentivized not only to participate- but also to encourage the participation of others. The greater the involvement- the greater the benefit for each who is involved.  The challenge will be to broker the initial partnerships and bridge the gaps of confidence that exist. Will a banker sign on? Sure- but only if they know the insurer will. But the insurer will only agree once the grocer has signaled long-term commitment. And so on. Early experiments would need to involve lots of discussion with each stakeholder. Not only will this help identify key concerns- but it will also engage their thinking in the process before it even begins. Talk to your grocer!  Health insurers – what data exist that link healthy eating with reduction in diabetes- heart disease- cancer?Banks – what regulatory hurdles stand in the way of partnerships like this? What impediments do you have to linking reward systems with other vendors?Grocers- food manufacturers – could this type of program integrate with your existing rewards programs? Or would it require completely different IT infrastructure?  An individual ,0,0
 Employers provide 1 hour of financial training per week to its low-wage hires during work hours to instill empowerment  This idea directly benefits low-wage workers who lack higher education and aren't able to get out of the cycle of poverty. They end up collecting life-long low-wage checks instead of fixing the root cause and changing their habits or gaining knowledge.The other main player would be the employer who provides the training. If the programs are optional- the attendance rate would not be as high as if the class was held during paid work time. (Benefits listed in next answer)  You are who you surround yourself with. Low-wage hires are spending a lot of time with others just like them who have the same mentality and habits. Financial training that is designed to be actionable can change the sentiment of the workplace. Hires will feel 1) accompanied by their colleagues- 2) that their employers care despite the low wages and 3) empowerment to change. The shift in mentality may lead to higher productivity from the hires than the cost of paying for the hour of training.  One way to test the idea can be to gauge interest by putting postings of financial trainings that are held during hires' off-hours.  -What would be the potential cost for a company such as Walmart to implement this training? -How difficult would it be for a company to be willing to implement this training? -Is in-person training the most effective platform?  An individual ,0,0
 Our idea is about tapping into the potential of youth to empower their communities on financial literacy and creating opportunities.  Our idea is about tapping into the God-given potential of youth volunteers to empower other youth aged between 16 and 24 in urban areas in Kinshasa and small holders in rural areas neighboring Kinshasa- focusing on young girls and women- to become literate on financial matters and have the opportunity to get access to credit in order to make their livelihoods better through a better management of small businesses and social entrepreneurship.  The initiative will harness the power youth volunteers to empower their communities towards financial inclusion through training and creating opportunities for bettering their livelihoods. The first step towards achieving this will be to partner with financial institutions like FINCA International- and UN specialized agencies- like UNCDF- which will provide us with the necessary tools to organize a training of trainers.  We will conduct surveys in schools- churches- universities- and a neighboring small town near Kinshasa- to determine the needs for young people- small business holders- and young girls and women- for financial inclusion. The second step will be to organize a training of trainers- in partnership with FINCA and UNCDF. We will select a group of youth volunteers from among the Bridge volunteers- and train them on financial literacy as well as methods of financial inclusion.  We might be seeking guidance from the OpenIDEO community on the right research questions to ask to our users during our surveys- and better refine our idea.  An organization ,1,1
 Rent a basketball or soccer ball from a vending machine in trade for a tidbit such as: Bonds help your $1 today become $5 in one year!  The main customers would be teenagers who play sports as a form of hanging out with friends. Teenagers are an important demographic because they most likely don't generate income but are spending carelessly. The suppliers of the vending machines can include Mastercard which wants to educate teenagers on credit cards or a nonprofit which wants to impart knowledge on global poverty.  Teenagers don't have many viable options when hanging out with friends. Specifically in low-income areas- teenagers are heavily influenced by sports or music. This solution plays (pun intended!) on the mere-exposure effect and a community's love for sports . While the vending machines will make playing sports more easily accessible- they will also keep children off the streets while exposing them unknowingly to small nuggets of financial information.  Our minds are trained to rule out going to the park if we don't have a ball with us so it will take unlearning and relearning for people to learn and remember that a certain park rents balls. Do you think this habit can be changed?  -What are some ways to ensure the rented balls are returned to the machine given that we can't hold IDs or other forms of authentication? Or can the vending machines be designed to ensure this behavior? -How difficult and costly would maintenance be for the vending machine and balls?  An individual ,0,0
 What if you combined the addictively fun life simulation video game The SIMS and the growing financial software industry?  This concept would benefit the user by allowing them to navigate those difficult life decisions (specifically financial decisions) in a simulated real-world environment. The main players would be; for example- a large gaming publisher such as Electronic Arts and a reputable financial software provider such as Mint. This could pose an opportunity for these businesses to expand into new markets by providing educational products.  A Life Sim gaming environment uses the power of community in two ways. First- in the sense that it takes the strengths of specialists from the gaming industry and the financial software industry to deliver a new product that combines a simulated environment and professional financial advice. Second being the community of virtual people or Sims with whom your avatar would interact and play out scenarios.  The quickest and least involved method to get a bearing on the viability of this concept would be to conduct interviews in local communities. Statistics indicate that there is a potential market. By 2013- Electronic Arts had sold 175 million units since introducing The SIMS in 2000. In 2012 Mint topped 10 million registered users.  A. Help refining the high level vision (To provide simulated life experiences as they relate to important financial habits/decisions- coupled with professional financial advice) B. Help with strategy- for instance: Is The SIMS idea too lofty? If so- does this idea lend itself to a more manageable scale? C. Gaming- Finance and business expertise D. Design and content generation.  Other ,0,1
 Invest in the next generation by pledging money towards students' college funds.  The idea benefits students in grades K-12 who need empowerment most. The idea of Marathon Learning encompasses a platform where students can create a personalized profile in which individuals in their network and beyond can pledge money towards their college tuition in exchange for earning good grades. Students from all types of socioeconomic and educational backgrounds could benefit from this idea with the promise that their achievements will be compensated with money towards higher education.  This idea would work similarly to how donors pledge money for miles a runner completes in a marathon—in this case the student's existing community is pledging money towards a number of pre-prescribed grades earned (whether those grades are As- Bs- or Cs depends on the specific student). Marathon Learning uses the untapped potential of the student's social network to further their education- and thus allows more students from low-income communities to become financially empowered through school.  To test this idea- I could use a high school student in my own network (ex. my 16 year old sister). I would have this student create a private Facebook page that highlights official academic progress- accomplishments- and goals. Then- I would have this student reach out to adults and financially able individuals within their community and social network asking for pledges of money to fund college in exchange for specific grades earned in the next academic semester.  I would need help programming this funding platform. I would also need help in ideating on the logistics of collaborating with schools. The platform involves ensuring that the student's grades reported are official according to his/her transcript- that the money pledged goes to a secure source used specifically for college- and that students cannot see each other's profiles.  An individual ,0,0
